name,details,geom
"WhitePlainsResArea","first test area for testing house detection training in White Plains","POLYGON ((-73.7792749922 41.0100756423, -73.7582464736 41.0100756423, -73.7582464736 41.0338409682, -73.7792749922 41.0338409682, -73.7792749922 41.0100756423))"
